"championid","teamposition","item","pick_count"
1,"JUNGLE",1102,1
1,"MIDDLE",3118,51344
1,"MIDDLE",3175,39029
1,"MIDDLE",3364,25863
1,"MIDDLE",4645,23671
1,"MIDDLE",1056,20799
1,"MIDDLE",4646,20604
1,"MIDDLE",3152,20510
1,"MIDDLE",3363,17959
1,"MIDDLE",1058,16865
1,"MIDDLE",1082,14119
1,"MIDDLE",3340,13691
1,"MIDDLE",3171,11831
1,"MIDDLE",3157,11139
1,"MIDDLE",1052,10867
1,"MIDDLE",3089,9777
1,"MIDDLE",3145,7687
1,"MIDDLE",6655,5593
1,"MIDDLE",3135,5215
1,"MIDDLE",6653,5086
1,"MIDDLE",4630,4261
1,"MIDDLE",3116,4064
1,"MIDDLE",3173,3455
1,"MIDDLE",2055,3238
1,"MIDDLE",3916,3188
1,"MIDDLE",2421,3117
1,"MIDDLE",3041,2995
1,"MIDDLE",1026,2486
1,"MIDDLE",2031,2265
1,"MIDDLE",2420,2244
1,"MIDDLE",3170,1899
1,"MIDDLE",3113,1385
1,"MIDDLE",3108,1303
1,"MIDDLE",3102,1278
1,"MIDDLE",3137,1226
1,"MIDDLE",3147,891
1,"MIDDLE",8010,865
1,"MIDDLE",3174,769
1,"MIDDLE",3165,706
1,"MIDDLE",2503,695
1,"MIDDLE",2508,692
1,"MIDDLE",4632,639
1,"MIDDLE",1029,575
1,"MIDDLE",1011,465
1,"MIDDLE",6657,395
1,"MIDDLE",1028,394
1,"MIDDLE",3802,374
1,"MIDDLE",3040,320
1,"MIDDLE",1001,280
1,"MIDDLE",2065,269
1,"MIDDLE",2522,232
1,"MIDDLE",4629,211
1,"MIDDLE",1033,199
1,"MIDDLE",2022,190
1,"MIDDLE",3168,139
1,"MIDDLE",3067,102
1,"MIDDLE",3070,84
1,"MIDDLE",1027,84
1,"MIDDLE",2003,76
1,"MIDDLE",4005,43
1,"MIDDLE",4628,38
1,"MIDDLE",3146,25
1,"MIDDLE",2139,24
1,"MIDDLE",1057,14
1,"MIDDLE",4633,14
1,"MIDDLE",3082,13
1,"MIDDLE",4642,13
1,"MIDDLE",3100,12
1,"MIDDLE",3400,11
1,"MIDDLE",6620,11
1,"MIDDLE",1054,11
1,"MIDDLE",8020,10
1,"MIDDLE",3140,8
1,"MIDDLE",2010,8
1,"MIDDLE",3143,8
1,"MIDDLE",3222,7
1,"MIDDLE",1120,7
1,"MIDDLE",2530,6
1,"MIDDLE",3020,6
1,"MIDDLE",2422,6
1,"MIDDLE",3158,5
1,"MIDDLE",3024,5
1,"MIDDLE",3172,5
1,"MIDDLE",3110,5
1,"MIDDLE",3066,5
1,"MIDDLE",1055,5
1,"MIDDLE",3504,4
1,"MIDDLE",1083,4
1,"MIDDLE",3086,4
1,"MIDDLE",1031,4
1,"MIDDLE",3211,4
1,"MIDDLE",3107,4
1,"MIDDLE",2152,4
1,"MIDDLE",3803,4
1,"MIDDLE",2524,4
1,"MIDDLE",3076,4
1,"MIDDLE",2504,3
1,"MIDDLE",3050,3
1,"MIDDLE",3742,3
1,"MIDDLE",1036,3
1,"MIDDLE",4401,3
1,"MIDDLE",1043,2
1,"MIDDLE",3026,2
1,"MIDDLE",3114,2
1,"MIDDLE",6664,2
1,"MIDDLE",3109,2
1,"MIDDLE",3134,2
1,"MIDDLE",1053,2
1,"MIDDLE",3115,2
1,"MIDDLE",3072,2
1,"MIDDLE",3065,2
1,"MIDDLE",3003,2
1,"MIDDLE",3144,2
1,"MIDDLE",2520,2
1,"MIDDLE",2510,2
1,"MIDDLE",1037,2
1,"MIDDLE",6695,2
1,"MIDDLE",6621,2
1,"MIDDLE",3153,2
1,"MIDDLE",3078,1
1,"MIDDLE",6670,1
1,"MIDDLE",3871,1
1,"MIDDLE",3046,1
1,"MIDDLE",3085,1
1,"MIDDLE",6617,1
1,"MIDDLE",3031,1
1,"MIDDLE",1038,1
1,"MIDDLE",1004,1
1,"MIDDLE",3087,1
1,"MIDDLE",3032,1
1,"MIDDLE",6672,1
1,"MIDDLE",6698,1
1,"MIDDLE",2512,1
1,"MIDDLE",2151,1
1,"MIDDLE",1042,1
1,"MIDDLE",3057,1
1,"MIDDLE",3156,1
1,"MIDDLE",6665,1
1,"MIDDLE",3035,1
1,"MIDDLE",3121,1
1,"MIDDLE",3513,1
1,"MIDDLE",3042,1
1,"MIDDLE",2138,1
1,"MIDDLE",2020,1
1,"MIDDLE",3142,1
1,"MIDDLE",3097,1
1,"MIDDLE",3077,1
1,"MIDDLE",3190,1
1,"MIDDLE",3002,1
1,"MIDDLE",2525,1
1,"TOP",3118,2805
1,"TOP",3020,2114
1,"TOP",3364,1197
1,"TOP",1056,1161
1,"TOP",3340,1062
1,"TOP",4645,1000
1,"TOP",3363,940
1,"TOP",4646,868
1,"TOP",1058,863
1,"TOP",3152,838
1,"TOP",6653,760
1,"TOP",1082,746
1,"TOP",3158,720
1,"TOP",1052,615
1,"TOP",3089,556
1,"TOP",3157,494
1,"TOP",3135,429
1,"TOP",3116,377
1,"TOP",3145,358
1,"TOP",3916,255
1,"TOP",4630,230
1,"TOP",1026,168
1,"TOP",2503,150
1,"TOP",2421,143
1,"TOP",2522,141
1,"TOP",3009,140
1,"TOP",8010,139
1,"TOP",3041,135
1,"TOP",2031,134
1,"TOP",2055,132
1,"TOP",3137,99
1,"TOP",3047,97
1,"TOP",3147,96
1,"TOP",2420,91
1,"TOP",6657,91
1,"TOP",6655,89
1,"TOP",3113,74
1,"TOP",3108,71
1,"TOP",3040,68
1,"TOP",2508,65
1,"TOP",3111,64
1,"TOP",3102,49
1,"TOP",1011,49
1,"TOP",3165,44
1,"TOP",3802,43
1,"TOP",1029,38
1,"TOP",1028,37
1,"TOP",4629,34
1,"TOP",3070,33
1,"TOP",1001,29
1,"TOP",4632,28
1,"TOP",2022,15
1,"TOP",2065,12
1,"TOP",1033,12
1,"TOP",3008,12
1,"TOP",4005,9
1,"TOP",3110,9
1,"TOP",3067,8
1,"TOP",3175,8
1,"TOP",1027,7
1,"TOP",2530,6
1,"TOP",8020,6
1,"TOP",1057,5
1,"TOP",3143,4
1,"TOP",4633,4
1,"TOP",3082,4
1,"TOP",4628,4
1,"TOP",3075,3
1,"TOP",3024,3
1,"TOP",3742,3
1,"TOP",4642,3
1,"TOP",2003,3
1,"TOP",6620,2
1,"TOP",3190,2
1,"TOP",3114,2
1,"TOP",1036,2
1,"TOP",3078,2
1,"TOP",1055,2
1,"TOP",2139,2
1,"TOP",3153,1
1,"TOP",1086,1
1,"TOP",2152,1
1,"TOP",3006,1
1,"TOP",3124,1
1,"TOP",2501,1
1,"TOP",3100,1
1,"TOP",2422,1
1,"TOP",3121,1
1,"TOP",3066,1
1,"TOP",2525,1
1,"TOP",3173,1
1,"TOP",3050,1
1,"TOP",1043,1
1,"UTILITY",3364,7298
1,"UTILITY",3871,4568
1,"UTILITY",3158,4322
1,"UTILITY",3118,3821
1,"UTILITY",3116,3266
1,"UTILITY",2065,2501
1,"UTILITY",3020,2166
1,"UTILITY",3916,1716
1,"UTILITY",1052,1470
1,"UTILITY",3870,1338
1,"UTILITY",4646,1108
1,"UTILITY",3869,962
1,"UTILITY",3152,890
1,"UTILITY",3157,771
1,"UTILITY",6653,752
1,"UTILITY",1082,718
1,"UTILITY",6620,662
1,"UTILITY",3009,596
1,"UTILITY",1058,572
1,"UTILITY",3145,497
1,"UTILITY",4645,440
1,"UTILITY",3876,434
1,"UTILITY",1026,397
1,"UTILITY",3165,390
1,"UTILITY",1011,376
1,"UTILITY",3113,349
1,"UTILITY",3108,321
1,"UTILITY",3067,318
1,"UTILITY",2421,302
1,"UTILITY",3107,298
1,"UTILITY",1028,280
1,"UTILITY",2508,266
1,"UTILITY",3147,266
1,"UTILITY",2530,244
1,"UTILITY",6617,229
1,"UTILITY",6655,221
1,"UTILITY",3114,219
1,"UTILITY",2420,217
1,"UTILITY",4642,212
1,"UTILITY",2031,205
1,"UTILITY",4005,198
1,"UTILITY",3222,195
1,"UTILITY",3089,168
1,"UTILITY",3041,159
1,"UTILITY",4632,126
1,"UTILITY",3802,125
1,"UTILITY",2022,123
1,"UTILITY",3102,111
1,"UTILITY",2524,105
1,"UTILITY",4630,104
1,"UTILITY",3504,98
1,"UTILITY",1029,94
1,"UTILITY",3070,90
1,"UTILITY",1001,85
1,"UTILITY",8010,82
1,"UTILITY",3111,75
1,"UTILITY",3135,68
1,"UTILITY",3047,66
1,"UTILITY",3190,65
1,"UTILITY",6616,63
1,"UTILITY",1004,60
1,"UTILITY",6621,58
1,"UTILITY",2503,57
1,"UTILITY",3137,43
1,"UTILITY",1033,43
1,"UTILITY",3877,42
1,"UTILITY",4629,37
1,"UTILITY",3340,30
1,"UTILITY",3363,29
1,"UTILITY",3040,27
1,"UTILITY",6657,22
1,"UTILITY",2422,21
1,"UTILITY",1027,18
1,"UTILITY",3050,18
1,"UTILITY",2003,18
1,"UTILITY",3002,17
1,"UTILITY",3742,16
1,"UTILITY",1057,15
1,"UTILITY",3109,13
1,"UTILITY",8020,11
1,"UTILITY",3110,9
1,"UTILITY",2522,8
1,"UTILITY",3066,7
1,"UTILITY",1056,7
1,"UTILITY",3143,6
1,"UTILITY",1031,6
1,"UTILITY",3082,6
1,"UTILITY",2526,6
1,"UTILITY",1036,6
1,"UTILITY",2525,5
1,"UTILITY",4628,5
1,"UTILITY",3100,4
1,"UTILITY",3024,4
1,"UTILITY",3211,3
1,"UTILITY",3075,3
1,"UTILITY",2139,3
1,"UTILITY",2504,3
1,"UTILITY",3076,3
1,"UTILITY",6695,2
1,"UTILITY",3146,2
1,"UTILITY",3140,2
1,"UTILITY",3121,2
1,"UTILITY",3068,2
1,"UTILITY",1120,2
1,"UTILITY",2010,2
1,"UTILITY",3057,2
1,"UTILITY",3867,2
1,"UTILITY",3134,1
1,"UTILITY",3008,1
1,"UTILITY",2152,1
1,"UTILITY",3115,1
1,"UTILITY",4401,1
1,"UTILITY",3026,1
1,"UTILITY",3044,1
1,"UTILITY",2140,1
1,"UTILITY",6665,1
1,"UTILITY",3003,1
1,"UTILITY",3119,1
2,"BOTTOM",6333,980
2,"BOTTOM",3074,977
2,"BOTTOM",3340,695
2,"BOTTOM",1055,525
2,"BOTTOM",2512,452
2,"BOTTOM",3073,383
2,"BOTTOM",3363,287
2,"BOTTOM",3156,266
2,"BOTTOM",6673,263
2,"BOTTOM",1036,261
2,"BOTTOM",3364,257
2,"BOTTOM",3031,254
2,"BOTTOM",3033,249
2,"BOTTOM",6631,187
2,"BOTTOM",1018,153
2,"BOTTOM",1037,117
2,"BOTTOM",3036,95
2,"BOTTOM",6610,87
2,"BOTTOM",1038,86
2,"BOTTOM",3143,81
2,"BOTTOM",2021,74
2,"BOTTOM",3123,73
2,"BOTTOM",2019,67
2,"BOTTOM",1042,65
2,"BOTTOM",1054,64
2,"BOTTOM",1086,63
2,"BOTTOM",3086,60
2,"BOTTOM",3035,58
2,"BOTTOM",3155,58
2,"BOTTOM",2031,54
2,"BOTTOM",1028,52
2,"BOTTOM",3046,49
2,"BOTTOM",6670,48
2,"BOTTOM",3133,48
2,"BOTTOM",3065,45
2,"BOTTOM",1029,40
2,"BOTTOM",3053,37
2,"BOTTOM",3082,33
2,"BOTTOM",3144,32
2,"BOTTOM",1033,28
2,"BOTTOM",3044,26
2,"BOTTOM",2501,25
2,"BOTTOM",3032,24
2,"BOTTOM",2055,24
2,"BOTTOM",3153,20
2,"BOTTOM",4401,19
2,"BOTTOM",1083,15
2,"BOTTOM",3211,15
2,"BOTTOM",1057,13
2,"BOTTOM",2022,13
2,"BOTTOM",6695,12
2,"BOTTOM",2517,10
2,"BOTTOM",1011,10
2,"BOTTOM",6697,9
2,"BOTTOM",3075,8
2,"BOTTOM",3071,8
2,"BOTTOM",1053,7
2,"BOTTOM",3077,7
2,"BOTTOM",3026,7
2,"BOTTOM",3078,7
2,"BOTTOM",3067,7
2,"BOTTOM",6665,7
2,"BOTTOM",3072,6
2,"BOTTOM",1120,5
2,"BOTTOM",3066,5
2,"BOTTOM",3097,5
2,"BOTTOM",1031,5
2,"BOTTOM",3110,4
2,"BOTTOM",3134,4
2,"BOTTOM",3142,4
2,"BOTTOM",6676,3
2,"BOTTOM",3050,3
2,"BOTTOM",3508,3
2,"BOTTOM",3742,3
2,"BOTTOM",6675,3
2,"BOTTOM",2504,2
2,"BOTTOM",6609,1
2,"BOTTOM",2523,1
2,"BOTTOM",3181,1
2,"BOTTOM",3047,1
2,"BOTTOM",2524,1
2,"BOTTOM",3051,1
2,"BOTTOM",6692,1
2,"BOTTOM",6701,1
2,"BOTTOM",3121,1
2,"BOTTOM",2140,1
2,"BOTTOM",3076,1
2,"BOTTOM",2525,1
2,"BOTTOM",6694,1
2,"BOTTOM",3139,1
2,"BOTTOM",3400,1
2,"BOTTOM",1001,1
2,"BOTTOM",3302,1
2,"BOTTOM",1006,1
2,"JUNGLE",3364,7232
2,"JUNGLE",3047,5766
2,"JUNGLE",6631,5610
2,"JUNGLE",6333,5285
2,"JUNGLE",3073,5233
2,"JUNGLE",6610,3004
2,"JUNGLE",3156,1519
2,"JUNGLE",1036,1494
2,"JUNGLE",3074,1112
2,"JUNGLE",3053,1063
2,"JUNGLE",3340,1012
2,"JUNGLE",1028,994
2,"JUNGLE",2021,968
2,"JUNGLE",2019,869
2,"JUNGLE",3143,807
2,"JUNGLE",3133,750
2,"JUNGLE",3065,695
2,"JUNGLE",2055,653
2,"JUNGLE",1037,613
2,"JUNGLE",3009,612
2,"JUNGLE",3155,587
2,"JUNGLE",2512,522
2,"JUNGLE",3111,495
2,"JUNGLE",1029,447
2,"JUNGLE",2501,441
2,"JUNGLE",3008,368
2,"JUNGLE",1001,350
2,"JUNGLE",2422,345
2,"JUNGLE",1033,341
2,"JUNGLE",3082,323
2,"JUNGLE",3158,265
2,"JUNGLE",4401,225
2,"JUNGLE",3211,219
2,"JUNGLE",3033,217
2,"JUNGLE",3123,211
2,"JUNGLE",3742,198
2,"JUNGLE",2022,185
2,"JUNGLE",3044,182
2,"JUNGLE",1057,176
2,"JUNGLE",3075,172
2,"JUNGLE",3071,171
2,"JUNGLE",3076,159
2,"JUNGLE",3031,150
2,"JUNGLE",1011,147
2,"JUNGLE",3078,138
2,"JUNGLE",3067,134
2,"JUNGLE",1042,129
2,"JUNGLE",3066,122
2,"JUNGLE",3026,120
2,"JUNGLE",3363,113
2,"JUNGLE",3036,100
2,"JUNGLE",6665,99
2,"JUNGLE",2517,99
2,"JUNGLE",6695,98
2,"JUNGLE",6673,89
2,"JUNGLE",3050,86
2,"JUNGLE",3006,85
2,"JUNGLE",3077,84
2,"JUNGLE",1018,82
2,"JUNGLE",1038,82
2,"JUNGLE",1031,76
2,"JUNGLE",2504,75
2,"JUNGLE",3142,72
2,"JUNGLE",3046,71
2,"JUNGLE",3153,62
2,"JUNGLE",3086,62
2,"JUNGLE",3513,59
2,"JUNGLE",1053,57
2,"JUNGLE",3110,57
2,"JUNGLE",3035,53
2,"JUNGLE",6698,47
2,"JUNGLE",3161,43
2,"JUNGLE",2524,40
2,"JUNGLE",3134,39
2,"JUNGLE",6609,35
2,"JUNGLE",6676,34
2,"JUNGLE",6670,32
2,"JUNGLE",3144,29
2,"JUNGLE",1006,21
2,"JUNGLE",3072,19
2,"JUNGLE",6672,19
2,"JUNGLE",2525,18
2,"JUNGLE",2031,18
2,"JUNGLE",6697,17
2,"JUNGLE",3181,17
2,"JUNGLE",3748,15
2,"JUNGLE",3032,13
2,"JUNGLE",6690,8
2,"JUNGLE",2152,8
2,"JUNGLE",6701,7
2,"JUNGLE",3109,7
2,"JUNGLE",6692,7
2,"JUNGLE",1055,7
2,"JUNGLE",6694,6
2,"JUNGLE",3097,6
2,"JUNGLE",3091,6
2,"JUNGLE",6675,6
2,"JUNGLE",2140,6
2,"JUNGLE",3024,6
2,"JUNGLE",3051,6
2,"JUNGLE",2003,5
2,"JUNGLE",3508,4
2,"JUNGLE",8020,4
2,"JUNGLE",6696,4
2,"JUNGLE",2421,4
2,"JUNGLE",6699,4
2,"JUNGLE",1043,4
2,"JUNGLE",2502,4
2,"JUNGLE",1120,3
2,"JUNGLE",6662,3
2,"JUNGLE",3139,2
2,"JUNGLE",3190,2
2,"JUNGLE",3002,2
2,"JUNGLE",3057,2
2,"JUNGLE",3157,2
2,"JUNGLE",2020,2
2,"JUNGLE",1101,1
2,"JUNGLE",3400,1
2,"JUNGLE",3070,1
2,"JUNGLE",1102,1
2,"JUNGLE",2010,1
2,"JUNGLE",2065,1
2,"JUNGLE",1086,1
2,"JUNGLE",1027,1
2,"JUNGLE",3020,1
2,"JUNGLE",1082,1
2,"JUNGLE",3087,1
2,"JUNGLE",3041,1
2,"JUNGLE",2138,1
2,"JUNGLE",2523,1
2,"JUNGLE",3084,1
2,"MIDDLE",6333,914
2,"MIDDLE",3074,904
2,"MIDDLE",3340,832
2,"MIDDLE",3073,708
2,"MIDDLE",3174,636
2,"MIDDLE",6631,519
2,"MIDDLE",1055,454
2,"MIDDLE",3168,391
2,"MIDDLE",3364,358
2,"MIDDLE",3156,352
2,"MIDDLE",3363,331
2,"MIDDLE",2512,292
2,"MIDDLE",1036,223
2,"MIDDLE",6610,192
2,"MIDDLE",3170,183
2,"MIDDLE",2019,147
2,"MIDDLE",2021,146
2,"MIDDLE",3171,139
2,"MIDDLE",1037,125
2,"MIDDLE",1054,122
2,"MIDDLE",6673,116
2,"MIDDLE",3143,114
2,"MIDDLE",3133,111
2,"MIDDLE",3033,108
2,"MIDDLE",3155,105
2,"MIDDLE",3053,97
2,"MIDDLE",1028,89
2,"MIDDLE",3173,85
2,"MIDDLE",3031,80
2,"MIDDLE",3123,78
2,"MIDDLE",1029,63
2,"MIDDLE",3082,58
2,"MIDDLE",3044,56
2,"MIDDLE",1018,55
2,"MIDDLE",3078,51
2,"MIDDLE",3065,49
2,"MIDDLE",3036,48
2,"MIDDLE",1038,47
2,"MIDDLE",3172,46
2,"MIDDLE",1042,39
2,"MIDDLE",1033,37
2,"MIDDLE",2031,36
2,"MIDDLE",3046,31
2,"MIDDLE",4401,30
2,"MIDDLE",2501,29
2,"MIDDLE",1057,29
2,"MIDDLE",2055,29
2,"MIDDLE",3086,27
2,"MIDDLE",3211,25
2,"MIDDLE",3075,24
2,"MIDDLE",6670,24
2,"MIDDLE",3153,22
2,"MIDDLE",3076,22
2,"MIDDLE",3035,20
2,"MIDDLE",3742,20
2,"MIDDLE",3071,20
2,"MIDDLE",3181,19
2,"MIDDLE",1001,18
2,"MIDDLE",1011,18
2,"MIDDLE",3144,16
2,"MIDDLE",6695,16
2,"MIDDLE",2517,15
2,"MIDDLE",3110,14
2,"MIDDLE",2022,14
2,"MIDDLE",3067,13
2,"MIDDLE",1053,12
2,"MIDDLE",6665,12
2,"MIDDLE",3066,11
2,"MIDDLE",1031,11
2,"MIDDLE",3026,10
2,"MIDDLE",3050,9
2,"MIDDLE",1083,9
2,"MIDDLE",1120,9
2,"MIDDLE",2524,8
2,"MIDDLE",1086,8
2,"MIDDLE",3047,6
2,"MIDDLE",6697,5
2,"MIDDLE",3142,5
2,"MIDDLE",2422,5
2,"MIDDLE",6699,5
2,"MIDDLE",6676,5
2,"MIDDLE",6609,4
2,"MIDDLE",3134,4
2,"MIDDLE",1043,4
2,"MIDDLE",3077,3
2,"MIDDLE",2504,3
2,"MIDDLE",3091,3
2,"MIDDLE",3161,3
2,"MIDDLE",6692,2
2,"MIDDLE",3072,2
2,"MIDDLE",3024,2
2,"MIDDLE",3070,2
2,"MIDDLE",3097,2
2,"MIDDLE",6698,2
2,"MIDDLE",1027,1
2,"MIDDLE",6696,1
2,"MIDDLE",6701,1
2,"MIDDLE",2530,1
2,"MIDDLE",8020,1
2,"MIDDLE",6690,1
2,"MIDDLE",3139,1
2,"MIDDLE",3111,1
2,"MIDDLE",3051,1
2,"MIDDLE",3190,1
2,"MIDDLE",2140,1
2,"MIDDLE",3009,1
2,"MIDDLE",2520,1
2,"MIDDLE",3140,1
2,"MIDDLE",6662,1
2,"MIDDLE",3175,1
2,"MIDDLE",2523,1
2,"MIDDLE",6672,1
2,"MIDDLE",2152,1
2,"MIDDLE",2020,1
2,"MIDDLE",6694,1
2,"MIDDLE",2525,1
2,"MIDDLE",3119,1
2,"TOP",3047,43482
2,"TOP",3340,38744
2,"TOP",3073,34140
2,"TOP",6333,33094
2,"TOP",6631,32825
2,"TOP",3074,27454
2,"TOP",1055,22943
2,"TOP",3364,14283
2,"TOP",3156,11977
2,"TOP",6610,10655
2,"TOP",3363,9732
2,"TOP",1036,9137
2,"TOP",2512,8253
2,"TOP",2021,8075
2,"TOP",2019,7051
2,"TOP",3053,5923
2,"TOP",3133,5670
2,"TOP",3009,5634
2,"TOP",1028,5128
2,"TOP",1037,4334
2,"TOP",3143,4245
2,"TOP",3123,4159
2,"TOP",3155,3991
2,"TOP",3111,3667
2,"TOP",3008,3645
2,"TOP",3158,3353
2,"TOP",3033,3136
2,"TOP",1054,3047
2,"TOP",3044,2617
2,"TOP",1029,2464
2,"TOP",3065,2164
2,"TOP",3082,2094
2,"TOP",2501,1961
2,"TOP",2055,1893
2,"TOP",1042,1887
2,"TOP",1001,1834
2,"TOP",2031,1781
2,"TOP",1033,1663
2,"TOP",3076,1517
2,"TOP",3031,1508
2,"TOP",3036,1485
2,"TOP",4401,1283
2,"TOP",3086,1278
2,"TOP",6673,1271
2,"TOP",3046,1216
2,"TOP",1018,1198
2,"TOP",1057,1116
2,"TOP",3071,1059
2,"TOP",3035,935
2,"TOP",3153,926
2,"TOP",3144,849
2,"TOP",3075,847
2,"TOP",1038,825
2,"TOP",3211,763
2,"TOP",1011,754
2,"TOP",2022,714
2,"TOP",2517,702
2,"TOP",3050,693
2,"TOP",6695,640
2,"TOP",3066,595
2,"TOP",6670,595
2,"TOP",3078,511
2,"TOP",3742,510
2,"TOP",3181,500
2,"TOP",3006,486
2,"TOP",6665,419
2,"TOP",3067,417
2,"TOP",1031,395
2,"TOP",3026,353
2,"TOP",3110,352
2,"TOP",3142,343
2,"TOP",2524,338
2,"TOP",3077,302
2,"TOP",1053,279
2,"TOP",6609,277
2,"TOP",1083,266
2,"TOP",2504,262
2,"TOP",6676,239
2,"TOP",1120,235
2,"TOP",3134,219
2,"TOP",1086,170
2,"TOP",6692,164
2,"TOP",2422,134
2,"TOP",3072,109
2,"TOP",1043,81
2,"TOP",6690,79
2,"TOP",3161,76
2,"TOP",6701,70
2,"TOP",6699,59
2,"TOP",6697,55
2,"TOP",2525,49
2,"TOP",6694,49
2,"TOP",2010,42
2,"TOP",3051,38
2,"TOP",3508,36
2,"TOP",3097,33
2,"TOP",3024,32
2,"TOP",3070,30
2,"TOP",3091,29
2,"TOP",3032,28
2,"TOP",3513,28
2,"TOP",2140,27
2,"TOP",6698,25
2,"TOP",3057,25
2,"TOP",6696,23
2,"TOP",1006,22
2,"TOP",3748,21
2,"TOP",6675,21
2,"TOP",6672,18
2,"TOP",2523,15
2,"TOP",3121,14
2,"TOP",3042,13
2,"TOP",3109,13
2,"TOP",3002,13
2,"TOP",3302,12
2,"TOP",2020,12
2,"TOP",6662,11
2,"TOP",2502,10
2,"TOP",2520,10
2,"TOP",8020,10
2,"TOP",2152,9
2,"TOP",2003,9
2,"TOP",3139,8
2,"TOP",3084,7
2,"TOP",2420,6
2,"TOP",3190,6
2,"TOP",3083,5
2,"TOP",3400,5
2,"TOP",2138,5
2,"TOP",3041,5
2,"TOP",3814,5
2,"TOP",2421,4
2,"TOP",3152,4
2,"TOP",1027,4
2,"TOP",3157,4
2,"TOP",1052,3
2,"TOP",3020,3
2,"TOP",3140,3
2,"TOP",3124,2
2,"TOP",6617,2
2,"TOP",3089,2
2,"TOP",3504,2
2,"TOP",2530,2
2,"TOP",6664,2
2,"TOP",3174,2
2,"TOP",3115,2
2,"TOP",4633,2
2,"TOP",3114,2
2,"TOP",3068,2
2,"TOP",3801,1
2,"TOP",2065,1
2,"TOP",3165,1
2,"TOP",6660,1
2,"TOP",3113,1
2,"TOP",4642,1
2,"TOP",4645,1
2,"TOP",3145,1
2,"TOP",6655,1
2,"TOP",3802,1
2,"TOP",3118,1
2,"TOP",3107,1
2,"TOP",3222,1
2,"TOP",3170,1
2,"TOP",3116,1
2,"TOP",2510,1
2,"TOP",3094,1
2,"TOP",6620,1
2,"UTILITY",3364,106
